customer_id,customer_name,segment,region,support_channel,subscription_start,subscription_status
C0030,John Reed,Enterprise,South,Phone,2026-06-26,Active
C0031,Jennifer Wyatt,Premium,North,Email,2024-09-04,Active
C0032,Jason Newman,Basic,East,Chat,2026-03-07,Active
C0033,Mr. Jonathan Hernandez,Premium,North,Email,2026-06-24,Active
C0034,Krystal Hess,Enterprise,East,Email,2024-08-26,Active
C0035,Rebecca Burton,Enterprise,West,Chat,2026-06-06,Active
C0036,Diana Peters,Enterprise,West,Email,2026-01-24,Active
C0037,Caleb Howard,Premium,South,Email,2024-12-30,Active
C0038,Sabrina Ayala,Enterprise,East,Phone,2024-08-21,Active
C0039,David Schmidt,Enterprise,West,Phone,2025-07-19,Active
C0040,Evan Wu,Premium,East,Email,2025-09-18,Cancelled
C0041,Thomas Bruce,Basic,West,Email,2025-04-28,Cancelled
C0042,Derek Graham,Basic,North,Email,2025-07-14,Active
C0043,Robert Cooper,Enterprise,South,Phone,2025-07-19,Active
C0044,Andrea Edwards,Premium,North,Chat,2025-04-06,Active
C0045,Gina Gonzales,Premium,West,Phone,2026-08-04,Active
C0046,Joseph White,Premium,North,Phone,2026-02-17,Active
C0047,Colleen Price,Enterprise,North,Phone,2025-10-20,Active
C0048,Edgar Townsend,Enterprise,East,Phone,2024-08-28,Active
C0049,Tanner Gregory,Premium,North,Chat,2026-04-30,Cancelled
C0050,Kelly Villanueva,Premium,South,Chat,2025-01-07,Active
C0051,Debra Ward,Basic,East,Phone,2025-11-12,Active
C0052,Julia Smith,Basic,North,Phone,2026-04-28,Active
C0053,Cory Greene,Premium,South,Email,2025-10-11,Active
C0054,Brittany Boyd,Premium,South,Phone,2026-05-19,Active
C0055,Gary Powers,Enterprise,North,Phone,2026-07-24,Active
C0056,Carrie Russell,Premium,West,Email,2025-09-22,Active
C0057,Jennifer Landry,Basic,East,Chat,2024-10-24,Active
C0058,Jay Osborn,Basic,North,Email,2025-06-21,Active
C0059,Christopher Newman,Enterprise,North,Email,2024-11-12,Active
C0060,Karen Lawson,Enterprise,West,Email,2025-10-02,Active
C0061,David Mcgee,Enterprise,South,Email,2026-05-02,Cancelled
C0062,Jeffrey Davies,Enterprise,West,Phone,2025-05-20,Cancelled
C0063,Zachary Jensen,Basic,East,Phone,2024-11-13,Active
C0064,Holly Navarro,Enterprise,West,Email,2026-06-17,Active
C0065,David Banks,Enterprise,South,Phone,2025-03-08,Active
C0066,Colleen Jones,Premium,West,Phone,2024-08-26,Active
C0067,Jonathan Anderson,Enterprise,East,Chat,2024-09-20,Active
C0068,Elizabeth Huffman MD,Enterprise,West,Email,2026-02-11,Active
C0069,Traci Noble,Basic,South,Email,2024-11-28,Active
C0070,Michelle Smith,Premium,North,Phone,2024-11-07,Active
C0071,Martha Valdez,Enterprise,South,Phone,2026-03-17,Cancelled
C0072,Julie Reyes,Basic,North,Email,2024-12-21,Active
C0073,Joseph Castro,Enterprise,North,Email,2025-05-30,Active
C0074,Ronald Morse,Basic,North,Chat,2024-09-01,Cancelled
C0075,Angela Burke,Basic,South,Chat,2026-06-23,Active
C0076,Kathleen Weeks,Enterprise,West,Email,2025-07-23,Active
C0077,Kristina Brown,Enterprise,South,Phone,2026-04-14,Active
C0078,David Benjamin,Enterprise,West,Email,2026-07-19,Active
C0079,Mary Sherman,Premium,West,Email,2025-05-17,Active
C0080,Taylor Bray,Basic,North,Phone,2026-01-21,Active
C0081,Linda Maldonado,Premium,East,Chat,2025-11-23,Active
C0082,Carl Howe,Premium,West,Phone,2026-06-29,Active
C0083,Darrell Allen,Basic,North,Email,2025-05-25,Active
C0084,Jerry Bowers,Premium,East,Email,2024-09-25,Active
C0085,Jill Kirby,Basic,South,Email,2025-07-11,Active
C0086,James Hooper,Enterprise,West,Email,2024-11-29,Cancelled
C0087,Tamara Garcia,Premium,South,Chat,2025-06-17,Active
C0088,Kelly Taylor,Premium,South,Email,2026-06-25,Active
C0089,Miranda Jones,Premium,North,Email,2025-01-05,Active
C0090,Mr. Tony Ewing II,Enterprise,North,Email,2025-03-19,Active
C0091,Jason Collins,Basic,South,Chat,2025-01-25,Active
C0092,Christopher Clark,Premium,West,Email,2026-04-16,Cancelled
C0093,Kayla Rivera,Premium,North,Email,2025-07-08,Active
C0094,Jose Hudson,Premium,North,Chat,2026-01-08,Active
C0095,Shane Howard DDS,Premium,West,Chat,2026-07-27,Active
C0096,Mrs. Ashley Palmer,Premium,West,Email,2025-12-07,Active
C0097,Sandra Perez,Basic,East,Email,2025-12-25,Active
C0098,Frank Haynes,Basic,North,Phone,2026-06-24,Cancelled
C0099,Rebecca Allen,Premium,North,Email,2026-01-30,Active
C0100,James Gutierrez,Enterprise,West,Phone,2025-11-30,Cancelled
C0101,Jaime May,Enterprise,South,Email,2025-10-16,Cancelled
C0102,Katie Robinson,Enterprise,North,Email,2025-01-06,Active
C0103,Gary Mccoy,Basic,North,Phone,2025-03-18,Active
C0104,Elizabeth Taylor,Basic,West,Email,2026-03-06,Active
C0105,Lauren Hunt,Enterprise,South,Phone,2025-03-01,Active
C0106,John Ibarra,Enterprise,North,Phone,2025-05-03,Active
C0107,Kenneth Buck,Basic,West,Phone,2025-07-12,Active
C0108,Eric Garcia,Enterprise,East,Chat,2025-04-24,Active
C0109,Jeffrey Weber,Basic,East,Email,2026-03-22,Active
C0110,Raymond Palmer,Premium,West,Email,2025-01-10,Cancelled
C0111,Crystal Adams,Enterprise,East,Chat,2025-09-16,Active
C0112,Seth Brewer,Premium,North,Email,2025-12-02,Active
C0113,Darlene Scott,Premium,North,Email,2024-12-17,Active
C0114,Donna Thompson,Enterprise,South,Phone,2025-08-22,Active
C0115,Duane Rice,Premium,South,Chat,2025-08-30,Active
C0116,Jacob Gomez,Basic,South,Chat,2025-07-27,Active
C0117,Laura Berry,Premium,South,Chat,2025-10-26,Active
C0118,Courtney Fleming,Enterprise,East,Phone,2025-08-12,Active
C0119,Paula Sims,Enterprise,North,Phone,2024-10-21,Active
C0120,Ashley Johnson,Enterprise,East,Phone,2024-10-25,Active
C0121,Vincent Brown,Basic,South,Chat,2024-10-30,Active
C0122,Laura Singh,Basic,North,Phone,2025-04-27,Active
C0123,Joshua Rogers,Enterprise,South,Chat,2024-10-12,Active
C0124,Nicholas Wells,Premium,South,Phone,2026-06-12,Cancelled
C0125,Brian Reed,Premium,South,Phone,2025-10-28,Active
C0126,Lisa Phillips,Enterprise,East,Phone,2024-09-29,Active
C0127,Bethany Ellis,Premium,East,Email,2024-10-08,Active
C0128,Gregory Foster,Basic,West,Chat,2026-04-18,Active
C0129,Zachary Harris,Basic,North,Chat,2026-08-06,Cancelled
C0130,Tracy Reilly,Basic,East,Email,2025-05-14,Cancelled
C0131,Joshua Watkins,Enterprise,West,Phone,2024-09-02,Active
C0132,Jordan Johnson,Enterprise,West,Phone,2025-11-30,Active
C0133,Kyle Patterson DVM,Basic,North,Email,2026-06-10,Active
C0134,Emily Parker,Enterprise,South,Phone,2025-08-15,Active
C0135,Vickie Guerrero,Basic,East,Phone,2025-07-16,Active
C0136,Daniel Small,Enterprise,South,Chat,2025-09-13,Active
C0137,Tammy Hill,Basic,North,Chat,2024-12-14,Active
C0138,Tabitha Cain,Premium,North,Chat,2025-10-27,Active
C0139,Laura Reyes,Basic,South,Phone,2025-08-29,Active
C0140,Jordan Sanchez,Basic,East,Phone,2025-06-20,Cancelled
C0141,Daniel Silva,Premium,South,Email,2025-08-11,Cancelled
C0142,Janet Moran,Basic,South,Chat,2024-11-27,Active
C0143,Katelyn Woods,Basic,South,Phone,2026-06-01,Cancelled
C0144,Kristin Wood,Premium,West,Phone,2025-05-08,Active
C0145,Amanda Lawrence,Enterprise,South,Chat,2026-06-15,Active
C0146,April Anderson,Basic,North,Chat,2024-11-14,Active
C0147,Sabrina Anderson,Basic,West,Email,2025-12-22,Active
C0148,Debra Anderson,Basic,West,Chat,2025-07-05,Active
C0149,Justin Miller,Premium,South,Email,2026-04-22,Active
C0150,Theresa Lewis,Basic,South,Chat,2025-03-27,Active
C0151,Daniel Cunningham,Premium,East,Email,2025-05-08,Active
C0152,Robert Baker,Premium,East,Phone,2026-05-13,Active
C0153,James Thompson,Enterprise,West,Phone,2026-07-07,Active
C0154,Dr. Kimberly Preston,Enterprise,East,Email,2026-07-23,Active
C0155,Michael Bailey,Basic,East,Email,2026-06-07,Cancelled
C0156,Thomas Khan,Enterprise,East,Email,2026-01-13,Active
C0157,Michael Miller,Basic,West,Chat,2026-05-24,Active
C0158,Robert Webb,Enterprise,East,Chat,2024-09-24,Active
C0159,Steve Holder,Enterprise,North,Chat,2025-07-07,Cancelled
C0160,Eric Shepherd,Enterprise,South,Chat,2024-11-14,Cancelled
C0161,Robert Kaufman,Basic,West,Email,2025-02-17,Active
C0162,Laura Brooks,Enterprise,South,Chat,2025-07-14,Active
C0163,Daniel Torres,Premium,North,Phone,2025-12-03,Cancelled
C0164,Christopher Atkins,Premium,East,Phone,2025-06-01,Active
C0165,Brandon Henry,Basic,East,Phone,2025-01-24,Active
C0166,Adam Griffin,Premium,West,Chat,2024-10-23,Cancelled
C0167,Kathy Bradford,Premium,East,Phone,2025-08-18,Active
C0168,Christopher Morrison,Basic,South,Chat,2025-09-15,Cancelled
C0169,Jason Gomez,Enterprise,West,Phone,2025-11-14,Cancelled
C0170,Jaime Medina,Enterprise,South,Phone,2026-07-25,Active
C0171,Cheryl Sims,Enterprise,East,Chat,2024-11-21,Active
C0172,Daniel Randolph,Enterprise,North,Chat,2025-02-28,Active
C0173,Katherine Salazar,Premium,South,Chat,2025-05-31,Active
C0174,Adam Nichols,Enterprise,East,Chat,2025-04-15,Active
C0175,Nicole Wood,Premium,West,Phone,2025-04-03,Active
C0176,Samuel Johnson,Basic,West,Phone,2025-12-14,Active
C0177,Jennifer Arnold,Basic,North,Chat,2026-01-24,Active
C0178,Karen Murphy,Enterprise,East,Email,2024-08-28,Cancelled
C0179,Christopher Castro,Basic,East,Email,2025-10-21,Cancelled
C0180,Robert Gibson,Basic,South,Email,2025-10-28,Active
C0181,Cody Johnson,Basic,South,Chat,2024-10-02,Active
C0182,Kyle Jones,Enterprise,North,Chat,2025-12-03,Cancelled
C0183,Valerie Wood,Premium,South,Phone,2026-01-02,Active
C0184,Lisa Smith,Enterprise,West,Chat,2024-11-01,Active
C0185,Johnathan Barker,Premium,South,Email,2025-11-20,Cancelled
C0186,Shannon Hughes,Enterprise,North,Email,2024-12-09,Active
C0187,Robert Walter,Premium,South,Email,2025-08-13,Active
C0188,Katherine Robinson,Enterprise,West,Email,2024-10-29,Cancelled
C0189,Steven Perez,Enterprise,South,Email,2025-07-04,Cancelled
C0190,Robert Lam,Premium,South,Chat,2025-03-19,Active
C0191,Mary Lopez,Enterprise,East,Chat,2025-01-31,Active
C0192,Danny Bishop,Enterprise,West,Phone,2025-10-23,Cancelled
C0193,Briana Gilbert,Premium,South,Phone,2025-02-22,Active
C0194,James Meyer,Premium,West,Chat,2025-07-09,Cancelled
C0195,Elizabeth Robles,Basic,East,Phone,2025-09-26,Active
C0196,Debra Perry,Premium,South,Chat,2024-11-30,Cancelled
C0197,Danielle Richardson,Premium,North,Phone,2024-10-22,Active
C0198,Jennifer Santiago,Premium,South,Chat,2026-07-31,Cancelled
C0199,Zachary Williams,Premium,East,Phone,2025-09-20,Active
C0200,Jennifer Richardson,Basic,South,Email,2025-05-11,Active
C0201,Christopher Wang,Basic,West,Phone,2024-10-13,Active
C0202,Sue Murray,Basic,South,Email,2025-10-22,Cancelled
C0203,Gina Taylor,Premium,West,Chat,2026-05-07,Active
C0204,Sarah Cisneros,Enterprise,West,Chat,2026-07-26,Cancelled
C0205,William Williams,Basic,South,Chat,2025-06-03,Active
C0206,Kelly Wright,Premium,North,Phone,2026-07-31,Active
C0207,Darrell Cox,Premium,West,Email,2025-08-19,Active
C0208,Mary Woods,Premium,East,Chat,2024-09-20,Active
C0209,Shirley Smith,Premium,South,Chat,2025-03-24,Active
C0210,Anthony Martinez,Basic,East,Chat,2025-03-06,Active
C0211,Randall Moran,Premium,North,Chat,2026-07-23,Active
C0212,Tamara James,Premium,West,Phone,2026-04-09,Active
C0213,Sarah Johnson,Basic,West,Email,2026-06-10,Active
C0214,Jessica Lowe,Enterprise,North,Chat,2024-12-17,Active
C0215,Roy Wilkinson,Enterprise,North,Email,2025-03-24,Active
C0216,Jason Moore,Enterprise,West,Email,2024-11-03,Active
C0217,Alexandria Jenkins,Premium,South,Email,2024-11-16,Active
C0218,Ruth Tucker,Premium,West,Chat,2026-05-19,Cancelled
C0219,Melissa Wilson,Basic,West,Chat,2026-02-02,Active
C0220,Madeline Aguirre,Premium,West,Chat,2025-11-12,Active
C0221,Lauren Wells,Premium,East,Email,2026-06-22,Active
C0222,Kevin Rose,Premium,North,Phone,2026-02-05,Active
C0223,William Anderson,Enterprise,North,Chat,2024-08-09,Cancelled
C0224,Patricia Garrison,Basic,North,Phone,2025-09-24,Cancelled
C0225,Dawn Branch,Basic,North,Email,2025-09-23,Active
C0226,Melissa Lawrence,Basic,North,Phone,2025-03-17,Cancelled
C0227,David Ryan,Basic,South,Email,2025-03-08,Cancelled
C0228,Tammy Joseph,Premium,North,Phone,2026-01-17,Active
C0229,Sean Hart,Basic,West,Phone,2025-02-18,Active
C0230,Ricky Martin,Premium,East,Email,2025-08-22,Active
C0231,Amber Rogers,Enterprise,North,Email,2025-08-20,Active
C0232,Allison Perez MD,Premium,North,Phone,2026-03-04,Active
C0233,Mark Bates,Basic,East,Phone,2025-07-28,Active
C0234,Kimberly Young,Enterprise,West,Chat,2026-02-16,Active
C0235,Bernard Fisher,Enterprise,South,Email,2025-01-14,Active
C0236,Morgan Zamora,Enterprise,South,Email,2025-09-10,Active
C0237,Lisa Peterson,Enterprise,East,Phone,2025-09-02,Active
C0238,Kelsey Cameron,Enterprise,North,Phone,2025-10-03,Active
C0239,Tiffany Lambert,Basic,East,Phone,2024-11-29,Cancelled
C0240,Chelsea Jackson,Premium,East,Email,2026-06-10,Active
C0241,Ryan Hancock,Enterprise,East,Email,2024-09-30,Active
C0242,Michael Baker,Premium,West,Email,2026-08-06,Cancelled
C0243,David Peters,Premium,East,Phone,2025-04-19,Cancelled
C0244,Robert Clark,Premium,South,Chat,2025-11-24,Active
C0245,Joseph Good,Basic,East,Phone,2026-06-11,Active
C0246,Sean Lewis,Enterprise,West,Chat,2025-11-26,Cancelled
C0247,Amanda Reid,Premium,East,Chat,2026-06-19,Active
C0248,Gary Perry,Basic,North,Chat,2025-08-26,Active
C0249,Theresa Gray,Premium,South,Chat,2024-08-17,Active
C0250,Luke Perry,Enterprise,West,Chat,2025-07-09,Active
C0251,Stephanie Mcdowell,Basic,West,Chat,2025-11-03,Cancelled
C0252,Jason Lynch,Basic,West,Email,2025-01-17,Active
C0253,Eric Mason,Premium,East,Chat,2026-03-11,Active
C0254,Adam Ritter,Premium,East,Phone,2026-02-12,Active
C0255,Richard Foster,Basic,South,Email,2025-11-14,Active
C0256,Evelyn Burns,Basic,West,Chat,2025-10-25,Active
C0257,Brian Yu,Enterprise,South,Phone,2024-10-20,Cancelled
C0258,Jeffrey Mayer,Premium,West,Chat,2024-10-23,Cancelled
C0259,Christina Ryan,Basic,North,Chat,2024-12-31,Active
C0260,Dr. Lisa Walker DDS,Basic,West,Phone,2025-06-16,Active
C0261,Rachael Davis,Basic,East,Phone,2025-02-16,Active
C0262,James Bruce,Enterprise,East,Chat,2025-01-19,Cancelled
C0263,Kevin Weiss,Enterprise,East,Chat,2026-03-23,Active
C0264,Monique Peterson,Enterprise,East,Chat,2025-11-08,Active
C0265,Ashley Stevenson,Enterprise,West,Chat,2025-06-11,Active
C0266,Ian Cline,Premium,East,Email,2025-08-16,Active
C0267,Justin Donovan,Basic,South,Chat,2025-12-06,Active
C0268,Peter Baker,Basic,South,Email,2026-02-18,Cancelled
C0269,Becky Bowman,Basic,West,Chat,2025-06-07,Active
C0270,Corey Arias,Enterprise,East,Email,2025-05-30,Cancelled
C0271,Kelly Christian,Basic,East,Email,2025-07-10,Active
C0272,Tracy Burnett,Premium,South,Chat,2025-08-12,Cancelled
C0273,Robert Hernandez,Basic,South,Chat,2024-10-01,Active
C0274,Elizabeth Torres,Basic,North,Phone,2025-04-04,Active
C0275,Jose Snyder,Premium,South,Phone,2026-02-03,Active
C0276,Brittany Peters,Premium,North,Email,2025-05-25,Active
C0277,James Smith,Enterprise,East,Chat,2026-03-17,Active
C0278,Morgan Trujillo,Premium,West,Chat,2026-01-12,Active
C0279,Diane Brown,Basic,North,Chat,2026-03-08,Active
C0280,Donna Johnson,Premium,North,Email,2025-02-20,Active
C0281,Samantha Guerrero,Premium,West,Email,2025-02-21,Active
C0282,Douglas Elliott,Enterprise,North,Email,2025-06-03,Active
C0283,David Stephens,Basic,East,Email,2025-06-30,Active
C0284,Debra Phillips,Basic,North,Phone,2026-08-02,Active
C0285,Samantha Benton,Premium,South,Phone,2024-09-01,Active
C0286,Elizabeth Rodriguez,Premium,West,Chat,2024-10-05,Cancelled
C0287,Bryan Hawkins,Premium,West,Chat,2025-05-18,Cancelled
C0288,Joan Palmer,Enterprise,North,Phone,2025-04-29,Active
C0289,Jonathan Fox,Enterprise,North,Email,2024-10-29,Active
C0290,Laura Henry,Enterprise,South,Chat,2024-09-05,Active
C0291,Peter Hernandez,Enterprise,North,Email,2024-08-10,Active
C0292,Tyler Clay,Basic,South,Phone,2025-08-30,Active
C0293,Angela Taylor,Basic,South,Email,2024-08-10,Active
C0294,Kristin Cox,Premium,West,Phone,2025-03-09,Active
C0295,Haley Jenkins,Enterprise,West,Chat,2025-04-14,Active
C0296,Marie Chavez,Basic,South,Chat,2025-01-22,Active
C0297,Sarah Brewer,Enterprise,East,Phone,2025-12-07,Active
C0298,April Foster,Premium,North,Phone,2025-10-26,Active
C0299,Jennifer Meza,Basic,East,Phone,2025-10-02,Active
C0300,Matthew Gilbert,Enterprise,South,Chat,2025-02-19,Active
C0301,Benjamin Price,Basic,South,Phone,2025-02-23,Cancelled
C0302,Shawn Jacobs,Basic,East,Email,2024-12-30,Active
C0303,Tracey Hernandez,Basic,North,Email,2026-02-01,Active
C0304,Sarah Love,Premium,East,Chat,2025-11-20,Active
C0305,John Lowe,Basic,West,Phone,2026-05-24,Active
C0306,Jennifer Buchanan,Premium,West,Chat,2026-01-13,Active
C0307,Tonya Mills,Enterprise,West,Chat,2025-08-24,Active
C0308,Keith Olson,Basic,North,Chat,2025-10-02,Active
C0309,Amy Tran,Enterprise,East,Phone,2025-05-23,Active
C0310,Jeffrey Phillips,Premium,North,Email,2025-11-10,Cancelled
C0311,Justin Parks,Basic,North,Phone,2025-02-20,Cancelled
C0312,Lisa Lee,Premium,North,Email,2025-10-16,Active
C0313,Derek Frazier,Premium,West,Chat,2025-03-22,Active
C0314,Joseph Parker,Basic,West,Phone,2025-01-02,Active
C0315,Keith Munoz,Premium,North,Chat,2026-03-22,Active
C0316,Tammy Williams,Premium,West,Chat,2025-04-07,Cancelled
C0317,Joseph Proctor,Premium,North,Email,2025-06-05,Active
C0318,Kathy Doyle,Premium,West,Phone,2024-12-22,Active
C0319,Robert Diaz,Premium,East,Phone,2025-06-26,Active
C0320,John Carter,Premium,North,Chat,2025-10-24,Active
C0321,Joann Franklin,Basic,East,Chat,2025-07-18,Active
C0322,Melvin Smith,Premium,North,Chat,2026-01-03,Active
C0323,Jennifer Mccarthy,Enterprise,North,Phone,2025-04-29,Active
C0324,Robert Coffey,Enterprise,West,Chat,2026-04-02,Active
C0325,Colleen Moyer,Basic,South,Phone,2025-06-28,Cancelled
C0326,Danielle Peterson,Premium,West,Phone,2026-07-17,Active
C0327,Dennis Lopez,Premium,North,Email,2025-09-06,Active
C0328,Cassandra Robinson,Premium,South,Chat,2025-04-01,Active
C0329,Kimberly Barnes,Premium,West,Email,2024-10-26,Cancelled
C0330,Jennifer Petty,Basic,South,Phone,2026-06-03,Active
C0331,Jeffrey Moran,Basic,East,Phone,2025-08-11,Active
C0332,Amber Hart,Basic,West,Email,2025-08-25,Cancelled
C0333,Jacqueline Stewart,Basic,North,Chat,2025-09-20,Active
C0334,Joseph Juarez,Basic,South,Chat,2026-04-24,Cancelled
C0335,Sara Clarke,Enterprise,East,Phone,2025-12-07,Active
C0336,Danielle Clark,Enterprise,East,Chat,2025-05-31,Active
C0337,Amanda Sanders,Premium,West,Email,2024-12-28,Active
C0338,Mary Thomas,Premium,South,Chat,2025-12-09,Active
C0339,Lucas Riggs,Basic,South,Email,2025-01-01,Active
C0340,Robin Wall,Premium,West,Chat,2026-03-17,Active
C0341,Antonio Potter,Enterprise,East,Email,2025-07-17,Cancelled
C0342,Kenneth Robinson,Premium,East,Phone,2026-05-27,Active
C0343,Alexandra Pacheco,Enterprise,West,Email,2025-02-02,Active
C0344,Deborah Williams,Premium,West,Chat,2025-01-09,Cancelled
C0345,Jamie Gordon,Premium,West,Chat,2024-11-09,Active
C0346,Laura Robertson,Premium,South,Phone,2026-05-18,Active
C0347,Douglas Day,Basic,West,Email,2024-09-09,Active
C0348,Barry Waller,Premium,North,Chat,2026-03-27,Active
C0349,Allison Case,Enterprise,West,Phone,2025-06-20,Active
C0350,Rebecca Johnson,Premium,West,Phone,2025-06-26,Active
C0351,Raymond Freeman,Enterprise,South,Chat,2026-07-24,Cancelled
C0352,Jason Anderson,Basic,South,Phone,2024-11-25,Active
C0353,Tyler Dean,Enterprise,East,Email,2025-02-06,Active
C0354,Natalie Simmons,Premium,North,Phone,2025-11-19,Active
C0355,Travis Davila,Premium,North,Phone,2026-07-17,Active
C0356,Rachael Underwood,Basic,West,Phone,2026-05-26,Cancelled
C0357,Kimberly Sullivan,Basic,North,Chat,2026-06-08,Cancelled
C0358,Tyler Sanchez,Premium,East,Phone,2025-08-06,Active
C0359,Mrs. Natalie Guerra DVM,Enterprise,West,Phone,2025-08-11,Active
C0360,Jennifer Gomez,Basic,East,Phone,2025-04-23,Active
C0361,Christopher Benitez,Enterprise,West,Chat,2026-04-10,Cancelled
C0362,Andrew Smith,Enterprise,West,Phone,2024-12-28,Cancelled
C0363,Kelly Sanders,Basic,North,Email,2025-05-28,Active
C0364,William Anderson,Enterprise,East,Email,2025-05-23,Active
C0365,Austin Davila,Enterprise,North,Chat,2025-03-04,Cancelled
C0366,Joseph Gonzalez,Basic,North,Chat,2025-06-26,Active
C0367,Charlotte Anderson,Basic,East,Email,2026-01-22,Active
C0368,Paige Larsen,Basic,East,Email,2026-08-04,Active
C0369,Mary Armstrong,Premium,East,Chat,2024-10-14,Active
C0370,Daniel Palmer,Premium,South,Email,2026-06-30,Active
C0371,Summer Barber,Enterprise,West,Phone,2024-09-27,Active
C0372,Zoe Rich,Enterprise,South,Email,2026-06-20,Active
C0373,Chelsea Navarro,Basic,North,Phone,2024-11-30,Cancelled
C0374,Jeffrey Reid,Premium,South,Chat,2024-11-28,Active
C0375,Nicholas Vincent,Enterprise,South,Email,2025-02-22,Active
C0376,Scott Woods,Premium,East,Chat,2025-05-10,Active
C0377,Carmen Pitts,Premium,North,Chat,2024-12-22,Active
C0378,Cody Rush,Premium,South,Email,2025-10-31,Active
C0379,Holly Little,Premium,East,Phone,2026-06-11,Active
C0380,Vanessa Hughes,Premium,West,Phone,2025-06-08,Active
C0381,Patricia Robinson,Premium,West,Chat,2025-03-20,Active
C0382,Tiffany Patel,Basic,West,Chat,2026-02-17,Active
C0383,Christopher Griffin,Basic,South,Chat,2025-03-16,Cancelled
C0384,Dave Williams,Enterprise,East,Phone,2025-11-08,Active
C0385,Robert Hardy,Premium,East,Email,2025-10-16,Active
C0386,Carla Parker,Enterprise,West,Chat,2025-07-30,Active
C0387,Randy Thompson,Basic,North,Phone,2025-06-01,Active
C0388,Ryan Brooks,Enterprise,West,Chat,2025-11-04,Active
C0389,Katherine Park,Basic,East,Email,2026-05-09,Active
C0390,Caitlin Baker,Enterprise,South,Phone,2025-09-10,Cancelled
C0391,Ashley Woodward,Premium,South,Phone,2026-01-26,Active
C0392,Anthony Clark,Basic,North,Chat,2025-10-13,Active
C0393,Jill Massey,Premium,North,Phone,2026-05-04,Active
C0394,Teresa Barnes,Premium,South,Email,2024-12-25,Active
C0395,Billy Jones,Premium,East,Phone,2025-03-09,Cancelled
C0396,Lisa Fowler,Premium,South,Email,2025-12-30,Active
C0397,Shawn Robinson,Basic,East,Phone,2024-12-27,Cancelled
C0398,Lisa Hughes,Enterprise,East,Email,2026-01-26,Active
C0399,Kenneth Smith,Premium,West,Chat,2024-08-12,Active
C0400,Candace Johnson,Enterprise,East,Email,2026-03-22,Active
C0401,Lauren Paul,Premium,North,Email,2024-10-27,Active
C0402,Kimberly Gibson,Basic,West,Phone,2026-08-06,Active
C0403,Dr. Kevin Scott DDS,Premium,North,Chat,2026-05-06,Active
C0404,Kathleen Peters,Basic,East,Phone,2026-02-14,Cancelled
C0405,Nicole Garcia,Basic,West,Chat,2025-10-24,Active
C0406,Joseph Olson,Enterprise,East,Phone,2026-05-11,Active
C0407,Heather Brown,Premium,East,Email,2026-08-08,Active
C0408,Nicholas Rojas,Enterprise,South,Chat,2024-12-14,Active
C0409,Shannon Donaldson MD,Basic,East,Phone,2026-07-10,Active
C0410,Krista Webb,Basic,North,Phone,2025-04-01,Active
C0411,Glenn Johnson,Premium,East,Phone,2026-02-18,Active
C0412,Christopher Conley,Premium,North,Email,2025-02-13,Active
C0413,Pamela Campbell,Basic,North,Chat,2025-08-04,Active
C0414,Jon Romero,Premium,North,Email,2026-03-23,Cancelled
C0415,Melissa Acosta,Basic,South,Chat,2026-05-10,Active
C0416,Jonathan Gonzalez,Premium,East,Phone,2025-03-09,Active
C0417,Michael Hawkins,Enterprise,West,Phone,2025-11-19,Active
